index	SUBID_tissue	SUBJID
9337	GTEX-SN8G_Vagina	GTEX-SN8G
9338	GTEX-SNMC_Blood	GTEX-SNMC
9339	GTEX-SNMC_Skin	GTEX-SNMC
9340	GTEX-SNMC_Heart	GTEX-SNMC
9341	GTEX-SNMC_Blood_Vessel	GTEX-SNMC
9342	GTEX-SNMC_Esophagus	GTEX-SNMC
9343	GTEX-SNMC_Stomach	GTEX-SNMC
9344	GTEX-SNMC_Prostate	GTEX-SNMC
9345	GTEX-SNMC_Testis	GTEX-SNMC
9346	GTEX-SNMC_Colon	GTEX-SNMC
9347	GTEX-SNMC_Adipose_Tissue	GTEX-SNMC
9348	GTEX-SNMC_Muscle	GTEX-SNMC
9349	GTEX-SNMC_Nerve	GTEX-SNMC
9350	GTEX-SNOS_Blood	GTEX-SNOS
9351	GTEX-SNOS_Skin	GTEX-SNOS
9352	GTEX-SNOS_Thyroid	GTEX-SNOS
9353	GTEX-SNOS_Blood_Vessel	GTEX-SNOS
9354	GTEX-SNOS_Lung	GTEX-SNOS
9355	GTEX-SNOS_Esophagus	GTEX-SNOS
9356	GTEX-SNOS_Stomach	GTEX-SNOS
9357	GTEX-SNOS_Pancreas	GTEX-SNOS
9358	GTEX-SNOS_Prostate	GTEX-SNOS
9359	GTEX-SNOS_Testis	GTEX-SNOS
9360	GTEX-SNOS_Colon	GTEX-SNOS
9361	GTEX-SNOS_Adipose_Tissue	GTEX-SNOS
9362	GTEX-SNOS_Muscle	GTEX-SNOS
9363	GTEX-SNOS_Nerve	GTEX-SNOS
9364	GTEX-SSA3_Blood	GTEX-SSA3
9365	GTEX-SSA3_Skin	GTEX-SSA3
9366	GTEX-SSA3_Adipose_Tissue	GTEX-SSA3
9367	GTEX-SSA3_Muscle	GTEX-SSA3
9368	GTEX-SSA3_Blood_Vessel	GTEX-SSA3
9369	GTEX-SSA3_Nerve	GTEX-SSA3
9370	GTEX-SUCS_Blood	GTEX-SUCS
9371	GTEX-SUCS_Skin	GTEX-SUCS
9372	GTEX-SUCS_Thyroid	GTEX-SUCS
9373	GTEX-SUCS_Heart	GTEX-SUCS
9374	GTEX-SUCS_Adrenal_Gland	GTEX-SUCS
9375	GTEX-SUCS_Lung	GTEX-SUCS
9376	GTEX-SUCS_Esophagus	GTEX-SUCS
9377	GTEX-SUCS_Stomach	GTEX-SUCS
9378	GTEX-SUCS_Prostate	GTEX-SUCS
9379	GTEX-SUCS_Testis	GTEX-SUCS
9380	GTEX-SUCS_Pancreas	GTEX-SUCS
9381	GTEX-SUCS_Muscle	GTEX-SUCS
9382	GTEX-SUCS_Nerve	GTEX-SUCS
9383	GTEX-SUCS_Adipose_Tissue	GTEX-SUCS
9384	GTEX-T2IS_Skin	GTEX-T2IS
9385	GTEX-T2IS_Brain	GTEX-T2IS
9386	GTEX-T2IS_Adipose_Tissue	GTEX-T2IS
9387	GTEX-T2IS_Heart	GTEX-T2IS
9388	GTEX-T2IS_Lung	GTEX-T2IS
9389	GTEX-T2IS_Thyroid	GTEX-T2IS
9390	GTEX-T2IS_Esophagus	GTEX-T2IS
9391	GTEX-T2IS_Blood_Vessel	GTEX-T2IS
9392	GTEX-T2IS_Nerve	GTEX-T2IS
9393	GTEX-T2IS_Breast	GTEX-T2IS
9394	GTEX-T2IS_Vagina	GTEX-T2IS
9395	GTEX-T2IS_Ovary	GTEX-T2IS
9396	GTEX-T2IS_Uterus	GTEX-T2IS
9397	GTEX-T2IS_Muscle	GTEX-T2IS
9398	GTEX-T2IS_Pituitary	GTEX-T2IS
9399	GTEX-T2YK_Blood	GTEX-T2YK
9400	GTEX-T2YK_Skin	GTEX-T2YK
9401	GTEX-T2YK_Nerve	GTEX-T2YK
9402	GTEX-T2YK_Blood_Vessel	GTEX-T2YK
9403	GTEX-T2YK_Esophagus	GTEX-T2YK
9404	GTEX-T2YK_Breast	GTEX-T2YK
9405	GTEX-T5JC_Blood	GTEX-T5JC
9406	GTEX-T5JC_Skin	GTEX-T5JC
9407	GTEX-T5JC_Brain	GTEX-T5JC
9408	GTEX-T5JC_Blood_Vessel	GTEX-T5JC
9409	GTEX-T5JC_Adipose_Tissue	GTEX-T5JC
9410	GTEX-T5JC_Muscle	GTEX-T5JC
9411	GTEX-T5JC_Testis	GTEX-T5JC
9412	GTEX-T5JC_Lung	GTEX-T5JC
9413	GTEX-T5JC_Prostate	GTEX-T5JC
9414	GTEX-T5JC_Esophagus	GTEX-T5JC
9415	GTEX-T5JC_Stomach	GTEX-T5JC
9416	GTEX-T5JC_Breast	GTEX-T5JC
9417	GTEX-T5JC_Pituitary	GTEX-T5JC
9418	GTEX-T5JW_Blood	GTEX-T5JW
9419	GTEX-T5JW_Skin	GTEX-T5JW
9420	GTEX-T5JW_Spleen	GTEX-T5JW
9421	GTEX-T5JW_Pancreas	GTEX-T5JW
9422	GTEX-T5JW_Ovary	GTEX-T5JW
9423	GTEX-T5JW_Stomach	GTEX-T5JW
9424	GTEX-T5JW_Colon	GTEX-T5JW
9425	GTEX-T5JW_Thyroid	GTEX-T5JW
9426	GTEX-T5JW_Esophagus	GTEX-T5JW
9427	GTEX-T5JW_Uterus	GTEX-T5JW
9428	GTEX-T5JW_Adipose_Tissue	GTEX-T5JW
9429	GTEX-T5JW_Muscle	GTEX-T5JW
9430	GTEX-T5JW_Breast	GTEX-T5JW
9431	GTEX-T5JW_Blood_Vessel	GTEX-T5JW
9432	GTEX-T6MN_Blood	GTEX-T6MN
9433	GTEX-T6MN_Skin	GTEX-T6MN
9434	GTEX-T6MN_Brain	GTEX-T6MN
9435	GTEX-T6MN_Adipose_Tissue	GTEX-T6MN
9436	GTEX-T6MN_Nerve	GTEX-T6MN
9437	GTEX-T6MN_Blood_Vessel	GTEX-T6MN
9438	GTEX-T6MN_Muscle	GTEX-T6MN
9439	GTEX-T6MN_Thyroid	GTEX-T6MN
9440	GTEX-T6MN_Breast	GTEX-T6MN
9441	GTEX-T6MN_Lung	GTEX-T6MN
9442	GTEX-T6MN_Heart	GTEX-T6MN
9443	GTEX-T6MN_Liver	GTEX-T6MN
9444	GTEX-T6MN_Esophagus	GTEX-T6MN
9445	GTEX-T6MN_Testis	GTEX-T6MN
9446	GTEX-T6MN_Prostate	GTEX-T6MN
9447	GTEX-T6MN_Pituitary	GTEX-T6MN
9448	GTEX-T6MO_Blood	GTEX-T6MO
9449	GTEX-T6MO_Skin	GTEX-T6MO
9450	GTEX-T6MO_Adrenal_Gland	GTEX-T6MO
9451	GTEX-T6MO_Thyroid	GTEX-T6MO
9452	GTEX-T6MO_Breast	GTEX-T6MO
9453	GTEX-T6MO_Lung	GTEX-T6MO
9454	GTEX-T6MO_Esophagus	GTEX-T6MO
9455	GTEX-T6MO_Stomach	GTEX-T6MO
9456	GTEX-T6MO_Colon	GTEX-T6MO
9457	GTEX-T6MO_Ovary	GTEX-T6MO
9458	GTEX-T6MO_Vagina	GTEX-T6MO
9459	GTEX-T6MO_Uterus	GTEX-T6MO
9460	GTEX-T6MO_Adipose_Tissue	GTEX-T6MO
9461	GTEX-T6MO_Blood_Vessel	GTEX-T6MO
9462	GTEX-T6MO_Nerve	GTEX-T6MO
9463	GTEX-T8EM_Blood	GTEX-T8EM
9464	GTEX-T8EM_Testis	GTEX-T8EM
9465	GTEX-T8EM_Thyroid	GTEX-T8EM
9466	GTEX-T8EM_Lung	GTEX-T8EM
9467	GTEX-T8EM_Blood_Vessel	GTEX-T8EM
9468	GTEX-T8EM_Esophagus	GTEX-T8EM
9469	GTEX-T8EM_Pancreas	GTEX-T8EM
9470	GTEX-T8EM_Skin	GTEX-T8EM
9471	GTEX-T8EM_Adipose_Tissue	GTEX-T8EM
9472	GTEX-T8EM_Stomach	GTEX-T8EM
9473	GTEX-T8EM_Muscle	GTEX-T8EM
9474	GTEX-T8EM_Nerve	GTEX-T8EM
9475	GTEX-T8EM_Prostate	GTEX-T8EM
9476	GTEX-TKQ1_Blood	GTEX-TKQ1
9477	GTEX-TKQ1_Skin	GTEX-TKQ1
9478	GTEX-TKQ1_Thyroid	GTEX-TKQ1
9479	GTEX-TKQ1_Breast	GTEX-TKQ1
9480	GTEX-TKQ1_Esophagus	GTEX-TKQ1
9481	GTEX-TKQ1_Stomach	GTEX-TKQ1
9482	GTEX-TKQ1_Colon	GTEX-TKQ1
9483	GTEX-TKQ1_Testis	GTEX-TKQ1
9484	GTEX-TKQ1_Adipose_Tissue	GTEX-TKQ1
9485	GTEX-TKQ1_Blood_Vessel	GTEX-TKQ1
9486	GTEX-TKQ1_Nerve	GTEX-TKQ1
9487	GTEX-TKQ1_Muscle	GTEX-TKQ1
9488	GTEX-TKQ2_Blood	GTEX-TKQ2
9489	GTEX-TKQ2_Skin	GTEX-TKQ2
9490	GTEX-TKQ2_Adrenal_Gland	GTEX-TKQ2
9491	GTEX-TKQ2_Pancreas	GTEX-TKQ2
9492	GTEX-TKQ2_Muscle	GTEX-TKQ2
9493	GTEX-TKQ2_Stomach	GTEX-TKQ2
9494	GTEX-TKQ2_Blood_Vessel	GTEX-TKQ2
9495	GTEX-TKQ2_Esophagus	GTEX-TKQ2
9496	GTEX-TKQ2_Colon	GTEX-TKQ2
9497	GTEX-TKQ2_Testis	GTEX-TKQ2
9498	GTEX-TKQ2_Liver	GTEX-TKQ2
9499	GTEX-TKQ2_Breast	GTEX-TKQ2
9500	GTEX-TML8_Blood	GTEX-TML8
9501	GTEX-TML8_Skin	GTEX-TML8
9502	GTEX-TML8_Lung	GTEX-TML8
9503	GTEX-TML8_Pancreas	GTEX-TML8
9504	GTEX-TML8_Ovary	GTEX-TML8
9505	GTEX-TML8_Vagina	GTEX-TML8
9506	GTEX-TML8_Breast	GTEX-TML8
9507	GTEX-TML8_Colon	GTEX-TML8
9508	GTEX-TML8_Esophagus	GTEX-TML8
9509	GTEX-TML8_Nerve	GTEX-TML8
9510	GTEX-TML8_Muscle	GTEX-TML8
9511	GTEX-TML8_Adipose_Tissue	GTEX-TML8
9512	GTEX-TMMY_Blood	GTEX-TMMY
9513	GTEX-TMMY_Skin	GTEX-TMMY
9514	GTEX-TMMY_Adrenal_Gland	GTEX-TMMY
9515	GTEX-TMMY_Muscle	GTEX-TMMY
9516	GTEX-TMMY_Nerve	GTEX-TMMY
9517	GTEX-TMMY_Blood_Vessel	GTEX-TMMY
9518	GTEX-TMMY_Breast	GTEX-TMMY
9519	GTEX-TMMY_Thyroid	GTEX-TMMY
9520	GTEX-TMMY_Lung	GTEX-TMMY
9521	GTEX-TMMY_Esophagus	GTEX-TMMY
9522	GTEX-TMMY_Pancreas	GTEX-TMMY
9523	GTEX-TMMY_Stomach	GTEX-TMMY
9524	GTEX-TMMY_Ovary	GTEX-TMMY
9525	GTEX-TMMY_Vagina	GTEX-TMMY
9526	GTEX-TMMY_Uterus	GTEX-TMMY
9527	GTEX-TMZS_Blood	GTEX-TMZS
9528	GTEX-TMZS_Skin	GTEX-TMZS
9529	GTEX-TMZS_Adipose_Tissue	GTEX-TMZS
9530	GTEX-TMZS_Muscle	GTEX-TMZS
9531	GTEX-TSE9_Blood	GTEX-TSE9
9532	GTEX-TSE9_Skin	GTEX-TSE9
9533	GTEX-TSE9_Brain	GTEX-TSE9
9534	GTEX-TSE9_Adipose_Tissue	GTEX-TSE9
9535	GTEX-TSE9_Nerve	GTEX-TSE9
9536	GTEX-TSE9_Blood_Vessel	GTEX-TSE9
9537	GTEX-TSE9_Muscle	GTEX-TSE9
9538	GTEX-TSE9_Thyroid	GTEX-TSE9
9539	GTEX-TSE9_Lung	GTEX-TSE9
9540	GTEX-TSE9_Esophagus	GTEX-TSE9
9541	GTEX-TSE9_Ovary	GTEX-TSE9
9542	GTEX-TSE9_Vagina	GTEX-TSE9
9543	GTEX-TSE9_Uterus	GTEX-TSE9
9544	GTEX-TSE9_Pituitary	GTEX-TSE9
9548	GTEX-U3ZH_Blood	GTEX-U3ZH
9549	GTEX-U3ZH_Skin	GTEX-U3ZH
9550	GTEX-U3ZH_Spleen	GTEX-U3ZH
9551	GTEX-U3ZH_Thyroid	GTEX-U3ZH
9552	GTEX-U3ZH_Heart	GTEX-U3ZH
9553	GTEX-U3ZH_Blood_Vessel	GTEX-U3ZH
9554	GTEX-U3ZH_Lung	GTEX-U3ZH
9555	GTEX-U3ZH_Prostate	GTEX-U3ZH
9556	GTEX-U3ZH_Esophagus	GTEX-U3ZH
9557	GTEX-U3ZH_Colon	GTEX-U3ZH
9558	GTEX-U3ZH_Breast	GTEX-U3ZH
9559	GTEX-U3ZH_Testis	GTEX-U3ZH
9560	GTEX-U3ZH_Nerve	GTEX-U3ZH
9561	GTEX-U3ZH_Muscle	GTEX-U3ZH
9562	GTEX-U3ZM_Blood	GTEX-U3ZM
9563	GTEX-U3ZM_Skin	GTEX-U3ZM
9564	GTEX-U3ZM_Thyroid	GTEX-U3ZM
9565	GTEX-U3ZM_Adrenal_Gland	GTEX-U3ZM
9566	GTEX-U3ZM_Blood_Vessel	GTEX-U3ZM
9567	GTEX-U3ZM_Lung	GTEX-U3ZM
9568	GTEX-U3ZM_Esophagus	GTEX-U3ZM
9569	GTEX-U3ZM_Prostate	GTEX-U3ZM
9570	GTEX-U3ZM_Adipose_Tissue	GTEX-U3ZM
9571	GTEX-U3ZM_Colon	GTEX-U3ZM
9572	GTEX-U3ZM_Muscle	GTEX-U3ZM
9573	GTEX-U3ZM_Testis	GTEX-U3ZM
9574	GTEX-U3ZN_Blood	GTEX-U3ZN
9575	GTEX-U3ZN_Skin	GTEX-U3ZN
9576	GTEX-U3ZN_Spleen	GTEX-U3ZN
9577	GTEX-U3ZN_Liver	GTEX-U3ZN
9578	GTEX-U3ZN_Thyroid	GTEX-U3ZN
9579	GTEX-U3ZN_Blood_Vessel	GTEX-U3ZN
9580	GTEX-U3ZN_Lung	GTEX-U3ZN
9581	GTEX-U3ZN_Uterus	GTEX-U3ZN
9582	GTEX-U3ZN_Adrenal_Gland	GTEX-U3ZN
9583	GTEX-U3ZN_Vagina	GTEX-U3ZN
9584	GTEX-U3ZN_Ovary	GTEX-U3ZN
9585	GTEX-U3ZN_Heart	GTEX-U3ZN
9586	GTEX-U3ZN_Esophagus	GTEX-U3ZN
9587	GTEX-U3ZN_Breast	GTEX-U3ZN
9588	GTEX-U3ZN_Stomach	GTEX-U3ZN
9589	GTEX-U3ZN_Colon	GTEX-U3ZN
9590	GTEX-U3ZN_Muscle	GTEX-U3ZN
9591	GTEX-U3ZN_Adipose_Tissue	GTEX-U3ZN
9592	GTEX-U412_Skin	GTEX-U412
9593	GTEX-U412_Nerve	GTEX-U412
9594	GTEX-U412_Blood_Vessel	GTEX-U412
9595	GTEX-U412_Muscle	GTEX-U412
9596	GTEX-U412_Adipose_Tissue	GTEX-U412
9597	GTEX-U412_Thyroid	GTEX-U412
9598	GTEX-U412_Lung	GTEX-U412
9599	GTEX-U412_Colon	GTEX-U412
9600	GTEX-U412_Breast	GTEX-U412
9601	GTEX-U412_Prostate	GTEX-U412
9617	GTEX-U8T8_Blood	GTEX-U8T8
9618	GTEX-U8T8_Skin	GTEX-U8T8
9619	GTEX-U8T8_Blood_Vessel	GTEX-U8T8
9620	GTEX-U8T8_Nerve	GTEX-U8T8
9621	GTEX-U8T8_Testis	GTEX-U8T8
9622	GTEX-U8T8_Muscle	GTEX-U8T8
9623	GTEX-U8T8_Lung	GTEX-U8T8
9624	GTEX-U8T8_Thyroid	GTEX-U8T8
9639	GTEX-UJHI_Blood	GTEX-UJHI
9640	GTEX-UJHI_Skin	GTEX-UJHI
9641	GTEX-UJHI_Spleen	GTEX-UJHI
9642	GTEX-UJHI_Blood_Vessel	GTEX-UJHI
9643	GTEX-UJHI_Heart	GTEX-UJHI
9644	GTEX-UJHI_Pancreas	GTEX-UJHI
9645	GTEX-UJHI_Lung	GTEX-UJHI
9646	GTEX-UJHI_Esophagus	GTEX-UJHI
9647	GTEX-UJHI_Stomach	GTEX-UJHI
9648	GTEX-UJHI_Colon	GTEX-UJHI
9649	GTEX-UJHI_Ovary	GTEX-UJHI
9650	GTEX-UJHI_Vagina	GTEX-UJHI
9651	GTEX-UJHI_Breast	GTEX-UJHI
9652	GTEX-UJHI_Adipose_Tissue	GTEX-UJHI
9653	GTEX-UJHI_Muscle	GTEX-UJHI
9654	GTEX-UJMC_Blood	GTEX-UJMC
9655	GTEX-UJMC_Skin	GTEX-UJMC
9656	GTEX-UJMC_Adrenal_Gland	GTEX-UJMC
9657	GTEX-UJMC_Thyroid	GTEX-UJMC
9658	GTEX-UJMC_Blood_Vessel	GTEX-UJMC
9659	GTEX-UJMC_Heart	GTEX-UJMC
9660	GTEX-UJMC_Lung	GTEX-UJMC
9661	GTEX-UJMC_Esophagus	GTEX-UJMC
9662	GTEX-UJMC_Pancreas	GTEX-UJMC
9663	GTEX-UJMC_Stomach	GTEX-UJMC
9664	GTEX-UJMC_Colon	GTEX-UJMC
9665	GTEX-UJMC_Muscle	GTEX-UJMC
9666	GTEX-UJMC_Nerve	GTEX-UJMC
9667	GTEX-UPJH_Blood	GTEX-UPJH
9668	GTEX-UPJH_Testis	GTEX-UPJH
9669	GTEX-UPJH_Skin	GTEX-UPJH
9670	GTEX-UPJH_Muscle	GTEX-UPJH
9671	GTEX-UPJH_Nerve	GTEX-UPJH
9672	GTEX-UPJH_Blood_Vessel	GTEX-UPJH
9673	GTEX-UPJH_Lung	GTEX-UPJH
9674	GTEX-UPJH_Esophagus	GTEX-UPJH
9675	GTEX-UPK5_Blood	GTEX-UPK5
9676	GTEX-UPK5_Skin	GTEX-UPK5
9677	GTEX-UPK5_Blood_Vessel	GTEX-UPK5
9678	GTEX-UPK5_Heart	GTEX-UPK5
9679	GTEX-UPK5_Lung	GTEX-UPK5
9680	GTEX-UPK5_Esophagus	GTEX-UPK5
9681	GTEX-UPK5_Liver	GTEX-UPK5
9682	GTEX-UPK5_Spleen	GTEX-UPK5
9683	GTEX-UPK5_Adipose_Tissue	GTEX-UPK5
9684	GTEX-UPK5_Small_Intestine	GTEX-UPK5
9685	GTEX-UPK5_Stomach	GTEX-UPK5
9686	GTEX-UPK5_Breast	GTEX-UPK5
9687	GTEX-UTHO_Blood	GTEX-UTHO
9688	GTEX-UTHO_Skin	GTEX-UTHO
9689	GTEX-UTHO_Brain	GTEX-UTHO
9690	GTEX-UTHO_Adipose_Tissue	GTEX-UTHO
9691	GTEX-UTHO_Muscle	GTEX-UTHO
9692	GTEX-UTHO_Breast	GTEX-UTHO
9693	GTEX-UTHO_Heart	GTEX-UTHO
9694	GTEX-UTHO_Liver	GTEX-UTHO
9695	GTEX-UTHO_Prostate	GTEX-UTHO
9696	GTEX-UTHO_Pituitary	GTEX-UTHO
9697	GTEX-V1D1_Blood	GTEX-V1D1
9698	GTEX-V1D1_Skin	GTEX-V1D1
9699	GTEX-V1D1_Adrenal_Gland	GTEX-V1D1
9700	GTEX-V1D1_Blood_Vessel	GTEX-V1D1
9701	GTEX-V1D1_Heart	GTEX-V1D1
9702	GTEX-V1D1_Pancreas	GTEX-V1D1
9703	GTEX-V1D1_Lung	GTEX-V1D1
9704	GTEX-V1D1_Thyroid	GTEX-V1D1
9705	GTEX-V1D1_Esophagus	GTEX-V1D1
9706	GTEX-V1D1_Stomach	GTEX-V1D1
9707	GTEX-V1D1_Prostate	GTEX-V1D1
9708	GTEX-V1D1_Testis	GTEX-V1D1
9709	GTEX-V1D1_Muscle	GTEX-V1D1
9710	GTEX-V955_Blood	GTEX-V955
9711	GTEX-V955_Adrenal_Gland	GTEX-V955
9712	GTEX-V955_Pancreas	GTEX-V955
9713	GTEX-V955_Thyroid	GTEX-V955
9714	GTEX-V955_Heart	GTEX-V955
9715	GTEX-V955_Blood_Vessel	GTEX-V955
9716	GTEX-V955_Esophagus	GTEX-V955
9717	GTEX-V955_Stomach	GTEX-V955
9718	GTEX-V955_Colon	GTEX-V955
9719	GTEX-V955_Prostate	GTEX-V955
9720	GTEX-V955_Testis	GTEX-V955
9721	GTEX-V955_Breast	GTEX-V955
9722	GTEX-V955_Muscle	GTEX-V955
9723	GTEX-V955_Nerve	GTEX-V955
9724	GTEX-VJWN_Blood	GTEX-VJWN
9725	GTEX-VJWN_Skin	GTEX-VJWN
9726	GTEX-VJWN_Adipose_Tissue	GTEX-VJWN
9727	GTEX-VJWN_Muscle	GTEX-VJWN
9728	GTEX-VJWN_Blood_Vessel	GTEX-VJWN
9729	GTEX-VJWN_Breast	GTEX-VJWN
9730	GTEX-VJWN_Heart	GTEX-VJWN
9731	GTEX-VJWN_Lung	GTEX-VJWN
9749	GTEX-VUSG_Blood	GTEX-VUSG
9750	GTEX-VUSG_Skin	GTEX-VUSG
9751	GTEX-VUSG_Liver	GTEX-VUSG
9752	GTEX-VUSG_Pancreas	GTEX-VUSG
9753	GTEX-VUSG_Thyroid	GTEX-VUSG
9754	GTEX-VUSG_Blood_Vessel	GTEX-VUSG
9755	GTEX-VUSG_Heart	GTEX-VUSG
9756	GTEX-VUSG_Lung	GTEX-VUSG
9757	GTEX-VUSG_Esophagus	GTEX-VUSG
9758	GTEX-VUSG_Adipose_Tissue	GTEX-VUSG
9759	GTEX-VUSG_Adrenal_Gland	GTEX-VUSG
9760	GTEX-VUSG_Small_Intestine	GTEX-VUSG
9761	GTEX-VUSG_Breast	GTEX-VUSG
9762	GTEX-VUSG_Muscle	GTEX-VUSG
9763	GTEX-VUSG_Nerve	GTEX-VUSG
9764	GTEX-VUSH_Blood	GTEX-VUSH
9765	GTEX-VUSH_Skin	GTEX-VUSH
9766	GTEX-VUSH_Adipose_Tissue	GTEX-VUSH
9767	GTEX-VUSH_Blood_Vessel	GTEX-VUSH
9768	GTEX-W5WG_Blood	GTEX-W5WG
9769	GTEX-W5WG_Skin	GTEX-W5WG
9770	GTEX-W5WG_Spleen	GTEX-W5WG
9771	GTEX-W5WG_Blood_Vessel	GTEX-W5WG
9772	GTEX-W5WG_Pancreas	GTEX-W5WG
9773	GTEX-W5WG_Ovary	GTEX-W5WG
9774	GTEX-W5WG_Vagina	GTEX-W5WG
9775	GTEX-W5WG_Adrenal_Gland	GTEX-W5WG
9776	GTEX-W5WG_Uterus	GTEX-W5WG
9777	GTEX-W5WG_Thyroid	GTEX-W5WG
9778	GTEX-W5WG_Esophagus	GTEX-W5WG
9779	GTEX-W5WG_Stomach	GTEX-W5WG
9780	GTEX-W5WG_Muscle	GTEX-W5WG
9781	GTEX-W5WG_Colon	GTEX-W5WG
9782	GTEX-W5WG_Nerve	GTEX-W5WG
9783	GTEX-W5WG_Adipose_Tissue	GTEX-W5WG
9784	GTEX-W5X1_Blood	GTEX-W5X1
9785	GTEX-W5X1_Skin	GTEX-W5X1
9786	GTEX-W5X1_Thyroid	GTEX-W5X1
9787	GTEX-W5X1_Lung	GTEX-W5X1
9788	GTEX-W5X1_Heart	GTEX-W5X1
9789	GTEX-W5X1_Adipose_Tissue	GTEX-W5X1
9790	GTEX-W5X1_Breast	GTEX-W5X1
9791	GTEX-W5X1_Nerve	GTEX-W5X1
9792	GTEX-WCDI_Blood	GTEX-WCDI
9793	GTEX-WCDI_Skin	GTEX-WCDI
9794	GTEX-WCDI_Blood_Vessel	GTEX-WCDI
9795	GTEX-WEY5_Blood	GTEX-WEY5
9796	GTEX-WEY5_Skin	GTEX-WEY5
9797	GTEX-WEY5_Heart	GTEX-WEY5
9798	GTEX-WEY5_Blood_Vessel	GTEX-WEY5
9799	GTEX-WEY5_Thyroid	GTEX-WEY5
9800	GTEX-WEY5_Ovary	GTEX-WEY5
9801	GTEX-WEY5_Uterus	GTEX-WEY5
9802	GTEX-WEY5_Vagina	GTEX-WEY5
9803	GTEX-WEY5_Esophagus	GTEX-WEY5
9804	GTEX-WEY5_Stomach	GTEX-WEY5
9805	GTEX-WEY5_Adipose_Tissue	GTEX-WEY5
9806	GTEX-WEY5_Colon	GTEX-WEY5
9807	GTEX-WEY5_Small_Intestine	GTEX-WEY5
9808	GTEX-WEY5_Muscle	GTEX-WEY5
9809	GTEX-WEY5_Nerve	GTEX-WEY5
9810	GTEX-WFG7_Blood	GTEX-WFG7
9811	GTEX-WFG7_Skin	GTEX-WFG7
9812	GTEX-WFG7_Thyroid	GTEX-WFG7
9813	GTEX-WFG7_Pancreas	GTEX-WFG7
9814	GTEX-WFG7_Lung	GTEX-WFG7
9815	GTEX-WFG7_Blood_Vessel	GTEX-WFG7
9816	GTEX-WFG7_Heart	GTEX-WFG7
9817	GTEX-WFG7_Esophagus	GTEX-WFG7
9818	GTEX-WFG7_Stomach	GTEX-WFG7
9819	GTEX-WFG7_Colon	GTEX-WFG7
9820	GTEX-WFG7_Small_Intestine	GTEX-WFG7
9821	GTEX-WFG7_Prostate	GTEX-WFG7
9822	GTEX-WFG7_Muscle	GTEX-WFG7
9823	GTEX-WFG7_Nerve	GTEX-WFG7
9824	GTEX-WFG7_Adipose_Tissue	GTEX-WFG7
9825	GTEX-WFG8_Blood	GTEX-WFG8
9826	GTEX-WFG8_Skin	GTEX-WFG8
9827	GTEX-WFG8_Adrenal_Gland	GTEX-WFG8
9828	GTEX-WFG8_Pancreas	GTEX-WFG8
9829	GTEX-WFG8_Thyroid	GTEX-WFG8
9830	GTEX-WFG8_Heart	GTEX-WFG8
9831	GTEX-WFG8_Blood_Vessel	GTEX-WFG8
9832	GTEX-WFG8_Lung	GTEX-WFG8
9833	GTEX-WFG8_Esophagus	GTEX-WFG8
9834	GTEX-WFG8_Stomach	GTEX-WFG8
9835	GTEX-WFG8_Small_Intestine	GTEX-WFG8
9836	GTEX-WFG8_Colon	GTEX-WFG8
9837	GTEX-WFG8_Prostate	GTEX-WFG8
9838	GTEX-WFG8_Testis	GTEX-WFG8
9839	GTEX-WFG8_Breast	GTEX-WFG8
9840	GTEX-WFG8_Adipose_Tissue	GTEX-WFG8
9841	GTEX-WFG8_Muscle	GTEX-WFG8
9842	GTEX-WFG8_Nerve	GTEX-WFG8
9843	GTEX-WFJO_Blood	GTEX-WFJO
9844	GTEX-WFJO_Skin	GTEX-WFJO
9845	GTEX-WFJO_Thyroid	GTEX-WFJO
9846	GTEX-WFJO_Lung	GTEX-WFJO
9847	GTEX-WFJO_Esophagus	GTEX-WFJO
9848	GTEX-WFJO_Pancreas	GTEX-WFJO
9849	GTEX-WFJO_Small_Intestine	GTEX-WFJO
9850	GTEX-WFJO_Adipose_Tissue	GTEX-WFJO
9851	GTEX-WFJO_Stomach	GTEX-WFJO
9852	GTEX-WFJO_Salivary_Gland	GTEX-WFJO
9853	GTEX-WFON_Blood	GTEX-WFON
9854	GTEX-WFON_Spleen	GTEX-WFON
9855	GTEX-WFON_Heart	GTEX-WFON
9856	GTEX-WFON_Lung	GTEX-WFON
9857	GTEX-WFON_Blood_Vessel	GTEX-WFON
9858	GTEX-WFON_Pancreas	GTEX-WFON
9859	GTEX-WFON_Esophagus	GTEX-WFON
9860	GTEX-WFON_Stomach	GTEX-WFON
9861	GTEX-WFON_Adipose_Tissue	GTEX-WFON
9862	GTEX-WFON_Colon	GTEX-WFON
9863	GTEX-WFON_Small_Intestine	GTEX-WFON
9864	GTEX-WFON_Prostate	GTEX-WFON
9865	GTEX-WFON_Liver	GTEX-WFON
9866	GTEX-WFON_Breast	GTEX-WFON
9867	GTEX-WFON_Skin	GTEX-WFON
9868	GTEX-WFON_Testis	GTEX-WFON
9869	GTEX-WFON_Muscle	GTEX-WFON
9870	GTEX-WH7G_Blood	GTEX-WH7G
9871	GTEX-WH7G_Skin	GTEX-WH7G
9872	GTEX-WH7G_Heart	GTEX-WH7G
9873	GTEX-WH7G_Thyroid	GTEX-WH7G
9874	GTEX-WH7G_Blood_Vessel	GTEX-WH7G
9875	GTEX-WH7G_Lung	GTEX-WH7G
